tag,n_rows,n_speakers,mean_duration_s
in a bored drawl,6,6,14.962
more hesitantly,6,6,18.460
thoughtful tone,6,6,19.977
gratefully sighing,6,6,17.449
back to normal voice,6,6,12.238
writing,6,6,22.462
"normal voice, relieved exhale",6,6,11.675
"nigerian accent, proudly",6,3,14.146
"jamaican patois, measured tone",6,6,10.982
voice becoming dreamlike,6,6,16.038
slightly frustrated,6,6,19.248
laughing throughout,6,6,15.300
voice growing quieter,6,6,14.799
voice trailing off mysteriously,6,6,14.973
composing himself,6,6,14.468
voice cracking mid-sentence,6,6,14.996
voice becoming more serious,6,6,13.450
words getting slower,6,6,17.642
"texas drawl, contemplative",6,4,16.132
howling with joy,6,6,16.496
"indian english accent, firmly",6,3,17.170
"new york accent, conciliatory",6,5,13.243
"new york accent, resigned",6,4,15.885
formal tone,6,6,18.104
voice shining,6,6,16.076
genuinely grateful,6,6,14.639
"canadian accent, gently",6,3,14.060
menacingly,6,6,17.976
slowly and deliberately,6,6,19.428
desperately upbeat,6,6,15.402
"normal accent, questioning",6,6,15.787
confused tone,6,5,16.213
"boston accent, measured tone",6,3,10.682
"boston accent, defensive",6,3,6.936
"in caribbean accent, commanding tone",6,4,15.409
"caribbean accent, defensive",6,3,16.480
"scouse accent, defensive",6,6,10.422
ending firmly,6,6,9.320
increasingly cheerful,6,6,14.516
joyful tone,6,6,14.772
voice rising with wonder,6,6,13.413
crescendo of joy,6,6,16.823
voice rising in pitch,6,6,15.130
emphasizing each word,6,6,14.578
amused grunt,6,6,18.123
deep rumbling,6,6,17.936
loud snort,6,6,16.369
cold,5,5,13.550
"filipino accent, defensive tone",5,5,11.351
panicking again,5,5,14.443
grunting,5,5,15.755
exhausted drone,5,5,18.716
"italian accent, excitedly",5,3,12.129
definitively,5,5,17.082
"italian accent, animated",5,5,11.558
voice becoming nostalgic,5,5,16.473
each word sharper,5,5,17.060
"italian accent, thoughtfully",5,4,8.509
more ecstatically,5,5,14.878
sultry drawl,5,5,18.443
cheerfully determined,5,5,14.245
accusatory shriek,5,5,16.112
steady rhythm,5,5,18.465
more intensely happy,5,5,16.138
wry tone,5,5,16.803
hiccupping sobs,5,4,18.180
satisfied chuckle,5,4,14.157
choking up slightly,5,5,14.677
sincerely happy,5,5,13.688
barks,5,5,13.289
breaking into sobs,5,5,14.405
more darkly,5,5,16.035
more reassuring,5,5,17.624
genuine warmth,5,5,13.807
embarrassed giggle,5,5,15.359
murmuring,5,4,14.832
mockingly serious,5,5,18.989
giggling through tears,5,5,18.026
amused whisper,5,5,19.901
fake gasp,5,5,15.865
voice dropping to conspiratorial whisper,5,5,13.947
exhausted rasp,5,5,16.071
brief laugh,5,5,15.779
piercing cry,5,5,14.894
composed again,5,5,17.364
laughing through happy tears,5,5,15.032
offended roar,5,5,20.183
harsh cackle,5,5,16.089
voice breaking joyfully,5,5,15.887
menacingly quiet,5,5,16.263
shaking with rage,5,5,17.090
suddenly firm,5,5,16.801
fondly reminiscing,5,5,16.899
with forced brightness,5,5,14.708
defensive shriek,5,5,18.279
shouting euphorically,5,5,18.725
keyboard clicking,5,5,18.775
quietly sincere,5,5,16.434
crying again,5,5,17.237
appreciative sigh,5,5,18.348
suddenly shouting,5,5,17.277
dramatically gasping,5,5,16.997
"chinese accent, gently",5,5,12.422
"french accent, angrily",5,4,17.982
"chinese accent, proudly",5,5,15.003
voice becoming ethereal,5,5,15.923
"french accent, bitterly",5,5,16.353
"chinese accent, philosophical tone",5,5,8.855
"caribbean accent, proudly",5,5,16.539
certain,5,5,17.472
savage roar,5,5,16.013
excited rush,5,5,11.004
building to frenzy,5,5,16.892
"faster, excited",5,4,15.810
"quieter, threatening",5,5,14.251
"lower, threatening",5,5,17.079
quietly moved,5,5,16.020
triumphant cackle,5,4,17.763
suddenly anxious,5,5,15.712
venomous tone,5,5,15.937
hysterical giggling,5,5,16.771
gleefully fast,5,5,14.779
attentive,5,5,16.796
quieter but venomous,5,5,15.220
more alert,5,5,14.401
"australian accent, coldly",5,4,14.797
professionally concerned,5,5,15.330
voice rising urgently,5,5,12.511
"scottish accent, gruff",5,5,16.968
"normal accent, quickly",5,5,15.841
"scottish accent, urgently",5,3,12.781
"caribbean accent, philosophical tone",5,3,15.053
rhythm building,5,5,15.411
voice jumping,5,5,12.426
thunderous voice,5,5,15.917
"filipino accent, warmly",5,4,4.552
"regular voice, uncertainly",5,5,14.523
amused hum,5,5,17.297
thoughtful pace,5,5,15.913
weary acceptance,5,4,19.030
voice softening with emotion,5,5,12.310
in a giddy rush,5,5,12.761
voice twinkling,5,5,17.524
conclusively,5,4,14.516
"dutch accent, wearily",5,5,17.815
emotional break,5,5,10.491
darker,5,5,17.374
in a nostalgic tone,5,5,13.900
wise tone,5,5,21.408
lowered voice,5,5,20.151
pleading quality,5,5,15.985
voice cracking with strain,5,5,14.755
raw whisper,5,5,15.942
"scouse accent, enthusiastically",5,4,12.811
spitting out words,5,5,18.897
dramatic sigh,5,5,14.578
indignant huff,5,5,12.977
anxious laugh,5,5,12.742
"italian accent, gently",5,4,11.553
voice becoming dreamy,5,5,12.364
trailing off into silence,5,5,16.176
hopeful lift,5,5,16.194
more smugly,5,4,15.985
more diplomatically,5,5,15.292
voice becoming strained,5,5,15.147
voice ringing with celebration,5,5,13.811
jubilant shout,5,5,14.816
"spanish accent, desperately",5,5,11.434
voice soaring with joy,5,5,17.154
"german accent, philosophically",5,4,11.803
snickers,5,5,14.782
ending in a shout,5,5,15.928
measured and clear,5,5,16.186
voice peaking,5,5,14.681
returning to normal,5,5,13.658
disgusted whisper,5,5,17.150
"irish accent, warmly",5,3,15.064
"eastern european accent, thoughtfully",5,5,20.195
"jamaican patois, laughing heartily",5,5,15.898
"jamaican patois, proudly",5,5,11.213
"jamaican patois, fierce whisper",5,5,16.695
prophetic tone,5,5,17.907
voice bright with anticipation,5,5,12.185
nostalgic joy,5,5,16.066
mirthfully,5,5,17.317
speeding up with joy,5,5,14.308
giddy rush,5,5,15.135
quavering with emotion,5,5,17.750
more heated,5,5,13.485
voice getting smaller with each word,5,5,12.263
warmly satisfied,5,5,17.417
guilty giggle,5,5,15.503
bouncing voice,5,4,13.057
warm whisper,5,5,20.412
breathless giggle,5,5,15.075
words tumbling quickly,5,5,15.579
flirtatious whisper,5,5,15.075
intrigued murmur,5,5,15.768
rallying,5,5,16.510
increasingly shaky,5,4,18.141
rushed confession,5,5,14.605
getting louder each word,5,5,17.121
retching sound,5,5,13.587
sarcastically upbeat,5,5,15.624
chuckling wetly,5,5,15.372
"slower, confused",5,5,17.425
moving closer,5,5,17.738
hurried words,5,5,13.787
grinding teeth,5,5,15.679
mock concern,5,5,14.763
threatening growl,5,5,19.075
condescending tone,5,5,17.303
chuckling throughout,5,5,16.145
dazed,5,5,15.375
hoarse shout,5,5,12.122
"scottish accent, thoughtfully",5,3,16.067
voice building with energy,5,4,12.490
voice becoming sincere,5,5,16.600
clarifying,5,5,22.462
consideringly,5,5,17.044
bitter shout,5,5,14.205
voice breaking with disbelief,5,5,14.869
rapid speech,5,5,15.100
rising determination,5,5,15.901
voice flowing like music,5,5,18.050
hearty laughter,5,5,15.622
even louder,5,5,14.745
voice lifting with joy,5,5,13.131
voice glowing with satisfaction,5,5,16.716
"israeli accent, defensive tone",5,5,14.795
voice shaking with fury,5,5,13.474
"hispanic accent, exhausted",5,5,16.444
voice building with enthusiasm,5,5,15.630
voice bubbling with laughter,5,5,13.379
voice getting faster with excitement,5,5,12.980
wistful whisper,5,5,16.233
voice brightening progressively,5,5,13.846
voice lifting playfully,5,5,12.531
excitedly interrupting,5,5,15.273
boastfully,5,5,16.293
building up,5,5,16.089
reminiscing tone,5,5,14.930
drops to whisper,5,5,16.326
through fresh tears,5,5,17.868
calmly reassuring,5,5,19.500
drawn-out sigh,5,5,15.857
"slower, patronizing",5,5,18.052
suddenly clear,5,5,16.125
sad laugh,5,4,18.388
menacing growl,5,5,20.964
languid tone,5,5,19.250
very softly,5,5,18.421
rapid-fire words,5,5,14.640
bright voice,5,5,15.864
barely controlled rage,5,5,12.993
teasingly happy,5,5,13.095
groaning dramatically,5,5,16.287
voice becoming icier,5,5,17.107
hums appreciatively,5,5,17.262
voice quickening with passion,5,5,8.801
"chinese accent, contemplative",5,5,13.717
explosive frustration,5,5,16.002
defensive snarl,5,5,16.264
greedily,5,5,15.074
long whistle,5,5,16.367
satisfied tone,5,5,13.658
heavier,5,5,17.486
"northern irish accent, bitter laugh",5,5,12.542
humming happily,5,5,15.868
"quieter, awed",5,5,16.338
voice getting heated,5,5,14.018
screaming through tears,5,5,15.811
building to hysteria,5,5,14.713
squealing with joy,5,5,12.978
ending in giggles,5,5,15.349
fading away,5,5,21.266
soft whine,5,5,18.275
ethereal whisper,5,5,21.531
ending in a growl,5,5,14.439
voice exploding upward,5,5,13.021
voice steadying slightly,5,5,15.277
desperate rush,5,5,14.995
words crashing together,5,5,13.436
"african-american accent, solemnly",5,5,12.986
giggly,5,5,16.824
gleeful giggle,5,5,19.620
silky voice,5,4,16.174
more skeptically,5,5,12.597
gentle excitement,5,5,15.431
more lightly,5,5,16.446
voice growing heavy,5,5,14.445
russian accent,5,3,13.682
disgusted tone,5,5,13.673
voice brightening gradually,5,5,14.718
"russian accent, philosophical",5,5,12.008
voice rising excitedly,5,5,10.172
more practically,5,5,14.686
more kindly,5,5,15.314
getting louder with joy,5,5,14.151
"brazilian accent, defensively",5,4,6.881
"eastern european accent, amused",5,5,13.543
"normal voice, grinning",5,5,13.555
"manchester accent, skeptical",5,5,13.050
"brazilian accent, gently",5,5,14.757
"manchester accent, heated",5,3,10.486
"brazilian accent, passionately",5,5,15.945
trailing off dismissively,5,5,15.530
"manchester accent, irritated",5,3,11.875
defensive stutter,5,5,10.546
voice dripping irony,5,5,14.435
"cockney accent, cheerfully",5,4,12.506
voice rising with fury,5,5,11.325
voice dancing with each word,5,5,14.417
wounded cry,5,5,16.510
sniffling loudly,5,5,19.414
controlled frustration,5,5,16.842
rushing,5,5,12.020
"quieter, meaningful",5,5,14.911
coyly,5,5,15.526
caught off-guard,5,5,15.695
graciously,5,5,13.679
"regular accent, laughing",5,5,11.570
increasingly incredulous,5,5,14.948
laughing with relief,5,5,13.460
rapturously,5,5,15.470
in a happy tone,5,5,15.244
sympathetic laugh,5,5,15.509
"quieter, mysterious",5,5,18.128
voice heavy with regret,5,5,10.852
grumbling low,5,4,16.648
"manchester accent, bitter laugh",5,3,18.322
quiet strength,5,5,14.530
more assured,5,5,14.990
exhausted but happy,5,5,17.701
voice falling to whisper,5,5,11.905
"australian accent, determined",5,5,11.689
"australian accent, sympathetically",5,4,13.355
"russian accent, commanding tone",5,4,14.022
"russian accent, dismissive",5,4,14.447
speaking through gritted teeth,5,5,17.652
more euphorically,5,5,15.801
"quieter, calculating",5,5,16.640
crescendoing joy,5,5,16.406
in rapture,5,5,14.650
clipped words,5,5,14.566
cutting tone,5,5,15.190
with fragile hope,5,5,12.492
gasping sob,5,5,14.007
lightheartedly,5,5,14.903
laughs harshly,5,5,17.128
harder edge,5,5,16.858
loud cackle,5,5,12.555
glowing,5,5,16.612
defensive whisper,5,5,15.638
fiercer,5,5,16.477
rising conviction,5,5,15.458
in a reverent whisper,5,5,16.239
gruff growl,5,5,15.636
voice bright with memory,5,5,13.692
voice sparkling with mischief,5,5,16.914
child-like wonder,5,4,14.835
vindictively,5,5,14.722
appreciative laugh,5,5,15.073
choking on tears,5,5,14.559
"dutch accent, intensely",5,5,9.042
"cockney accent, quieter",5,5,12.843
"cockney accent, defensive",5,4,13.494
voice rising proudly,5,5,11.127
patient explanation,5,5,15.494
voice growing serious,5,5,12.231
"latino accent, firmly",5,3,7.259
"latino accent, warmly",5,3,10.836
"geordie accent, earnestly",5,5,9.868
"stronger, determined",5,4,9.703
"latino accent, mockingly",5,3,4.913
defiant shout,5,5,13.661
fierce certainty,5,5,15.455
voice wavering throughout,5,5,16.133
voice trembling with passion,5,5,15.274
"boston accent, urgently",5,3,14.455
getting frustrated,5,5,14.431
voice faltering midway,5,5,13.726
hushed whisper,5,5,13.051
gentle warning,5,5,21.626
groans dramatically,5,5,17.210
mockingly slow,5,5,20.373
thunderous shout,5,5,14.823
gently laughing,5,5,16.733
professorial tone,5,5,15.855
excited roar,5,4,17.344
"normal voice, appreciatively",5,5,15.906
trailing off awkwardly,5,5,15.935
grumbling deeply,5,5,22.677
"louder, panicked",5,5,14.644
whistling appreciatively,5,4,14.934
grudging admiration,5,5,13.599
grimly determined,5,5,16.942
more pointed,5,5,14.133
resigned laugh,5,5,14.466
voice catching with happiness,5,5,15.238
trailing off darkly,5,5,15.916
in a low voice,5,5,15.124
sniffles happily,5,5,16.527
humming softly,5,5,17.295
more worried,5,5,16.322
syrupy sweet,5,5,15.591
suddenly extremely energetic,5,4,12.478
gentle sob,5,5,18.244
"dutch accent, bitterly",5,5,16.340
voice rising with possibility,5,5,13.653
weary resignation,5,5,17.636
voice brimming with happiness,5,5,14.943
"nigerian accent, warmly",5,5,12.652
incredulous gasp,5,5,15.134
voice warm,5,5,9.566
getting giddier,5,5,12.786
"nigerian accent, measured pace",5,5,12.949
through happy sobs,5,5,14.790
"softer, almost pitying",5,5,15.245
"nigerian accent, sharp tone",5,2,16.125
"nigerian accent, dignified",5,4,14.484
"nigerian accent, philosophically",5,3,19.236
sing-song quality,5,5,15.702
"african-american accent, wearily",5,4,9.138
"african-american accent, powerfully",5,3,11.249
"african-american accent, chuckling warmly",5,4,11.105
"louder, emotional",5,5,14.040
exasperated shout,5,4,13.371
voice softening with wisdom,5,5,11.578
voice filled with conviction,5,5,12.871
sudden gasp,5,5,16.621
"jamaican patois, incredulous",5,5,12.828
"london accent, firmly",5,4,14.886
"australian accent, weary",5,4,14.521
"normal accent, worried",5,5,14.678
steady and clear,5,5,17.853
slight tremor,5,5,15.852
seductive murmur,5,5,18.735
louder still,5,5,14.162
stronger suddenly,5,5,14.771
increasingly unsteady,5,5,12.930
"quieter, trembling",5,5,15.167
panicked screech,5,5,9.869
correcting gently,5,5,18.293
bitter hiss,5,5,19.060
gentle pride,5,5,16.854
practically screaming,5,5,14.543
hopeful laugh,5,5,15.038
whispering urgently,5,5,18.208
long moan,5,5,20.512
loud sob,5,5,16.053
voice steady,5,5,11.670
voice rising to shout,5,5,10.222
excited laugh,5,5,15.182
"spanish accent, proudly",5,3,14.313
voice soaring with gratitude,5,5,13.778
in a jubilant tone,5,5,13.960
"british accent, coldly",5,4,16.263
rising hysteria,5,5,15.353
"south african accent, urgently",5,4,11.190
"hispanic accent, contemplative",5,5,17.235
voice growing softer,5,5,18.861
mystically,5,5,20.540
voice brimming with joy,5,5,16.029
"russian accent, gruff tone",5,4,15.212
voice practically singing,5,5,11.444
in a hollow tone,5,5,12.011
with sudden energy,5,5,16.319
"israeli accent, cautiously",5,5,15.823
"israeli accent, sharply",5,5,14.147
"brazilian accent, enthusiastically",5,5,15.447
more philosophically,5,4,10.469
volcanic eruption,5,5,14.095
suddenly bright,5,5,14.993
whistling,5,5,14.560
with authority,5,5,16.333
words spilling out joyfully,5,5,16.132
voice rising hysterically,5,5,14.338
confused muttering,5,5,14.411
voice hardening mid-sentence,5,5,17.908
pure elation,5,5,14.546
erupting in giggles,5,5,16.484
conspiratorial tone,5,5,15.646
soft laughter,5,5,14.899
bouncing tone,5,5,12.273
screaming happily,5,5,12.758
voice exploding with happiness,5,5,16.338
"welsh accent, measured tone",5,5,14.678
crescendoing with happiness,5,5,15.353
wounded howl,5,5,17.390
trembling rage,5,4,18.400
"jamaican accent, contemplative",5,5,13.100
"filipino accent, defensively",5,5,12.380
overly dramatic,5,5,16.999
flirty whisper,5,4,16.637
mysteriously playful,5,5,17.154
energized,5,5,13.501
embarrassed cough,5,5,19.303
soft snort,5,5,14.459
voice heavy with irony,5,5,12.510
voice cracking with exhaustion,5,5,12.978
"jamaican patois, gently",5,5,10.876
in a steady tone,5,5,13.782
"eastern european accent, measured pace",5,5,17.362
"jamaican patois, contemplative",5,5,13.796
voice becoming steadier,5,5,12.711
"posh british accent, stiffly",5,4,15.111
suddenly quieter,5,5,13.456
"posh british accent, dryly",5,5,15.329
voice building with anger,5,3,10.712
tentative,5,5,15.538
swallowing hard,5,5,17.580
rhythmic,5,5,15.113
"brazilian accent, dreamily",5,4,12.936
voice softening with pride,5,5,11.670
"texas accent, amused",5,4,14.119
"texas accent, thoughtfully",5,4,15.405
"texas accent, laughing heartily",5,5,15.160
